"","x"
"1493","jg31785"
"1494","jg31784"
"1495","jg31825"
"1496","jg31837"
"1497","jg31840"
"1498","jg31842"
"1499","jg31843"
"1500","jg31844"
"1501","jg17615"
"1502","jg17638"
"1503","jg17641"
"1504","jg17652"
"1505","jg17688"
"1506","jg17815"
"1507","jg17817"
"1508","jg17838"
"1509","jg17909"
"1510","jg17923"
"1511","jg17936"
"1512","jg17944"
"1513","jg17960"
"1514","jg17984"
"1515","jg18002"
"1516","jg18015"
"1517","jg18022"
"1518","jg18027"
"1519","jg18035"
"1520","jg18044"
"1521","jg18045"
"1522","jg18142"
"1523","jg18143"
"1524","jg18169"
"1525","jg18193"
"1526","jg18195"
"1527","jg18201"
"1528","jg18237"
"1529","jg18238"
"1530","jg25032"
"1531","jg18288"
"1532","jg18296"
"1533","jg18309"
"1534","jg18405"
"1535","jg18406"
"1536","jg18476"
"1537","jg18495.2"
"1538","jg25059"
"1539","jg18517"
"1540","jg18534"
"1541","jg18535"
"1542","jg18548"
"1543","jg25065"
"1544","jg18570"
"1545","jg18594"
"1546","jg18600"
"1547","jg18607"
"1548","jg18610"
"1549","jg18620"
"1550","jg18625"
"1551","jg18628.1"
"1552","jg18629"
"1553","jg18632"
"1554","jg18631"
"1555","jg18669"
"1556","jg18693"
"1557","jg25080"
"1558","jg25085"
"1559","jg18757"
"1560","jg18812"
"1561","jg18848"
"1562","jg18868"
"1563","jg18898"
"1564","jg18926"
"1565","jg18927"
"1566","jg18931"
"1567","jg25110"
"1568","jg18938"
"1569","jg18958"
"1570","jg18960.2"
"1571","jg18972"
"1572","jg25114.2"
"1573","jg18977"
"1574","jg18992"
"1575","jg19012"
"1576","jg19016"
"1577","jg19079"
"1578","jg19108"
"1579","jg19120"
"1580","jg19130"
"1581","jg19169"
"1582","jg19176"
"1583","jg19190"
"1584","jg19272"
"1585","jg25142"
"1586","jg19305"
"1587","jg19333"
"1588","jg19350"
"1589","jg19351"
"1590","jg19352"
"1591","jg19353"
"1592","jg19381"
"1593","jg19382"
"1594","jg19406.2"
"1595","jg19415"
"1596","jg19426"
"1597","jg19431"
"1598","jg19442"
"1599","jg19470"
"1600","jg19471"
"1601","jg19475"
"1602","jg19481"
"1603","jg19542"
"1604","jg19552"
"1605","jg19554"
"1606","jg25173"
"1607","jg19603"
"1608","jg19610"
"1609","jg19611"
"1610","jg19660"
"1611","jg19681"
"1612","jg19685"
"1613","jg19686"
"1614","jg19710.3"
"1615","jg19716"
"1616","jg19729"
"1617","jg19743"
"1618","jg19755"
"1619","jg19764"
"1620","jg19766"
"1621","jg19834"
"1622","jg25200"
"1623","jg19868"
"1624","jg19874"
"1625","jg19896"
"1626","jg19913"
"1627","jg19918"
"1628","jg19954"
"1629","jg19959"
"1630","jg19972"
"1631","jg19993"
"1632","jg20004"
"1633","jg25218"
"1634","jg20037.2"
"1635","jg20049"
"1636","jg20061"
"1637","jg20086"
"1638","jg20087"
"1639","jg20092"
"1640","jg20099"
"1641","jg20102"
"1642","jg20128"
"1643","jg20148"
"1644","jg20160"
"1645","jg20186"
"1646","jg20201"
"1647","jg20244"
"1648","jg20245.1"
"1649","jg20286"
"1650","jg20322"
"1651","jg20341"
"1652","jg11427"
"1653","jg11428"
"1654","jg11429"
"1655","jg11430"
"1656","jg11431"
"1657","jg11437"
"1658","jg25263"
"1659","jg11455"
"1660","jg11464.1"
"1661","jg11465"
"1662","jg11488"
"1663","jg11489"
"1664","jg11500.1"
"1665","jg11514"
"1666","jg11520"
"1667","jg11523"
"1668","jg11528"
"1669","jg11530"
"1670","jg11555"
"1671","jg11591"
"1672","jg11620"
"1673","jg25281"
"1674","jg11674"
"1675","jg11704.1"
"1676","jg11799"
"1677","jg11800"
"1678","jg11811"
"1679","jg11812"
"1680","jg11820"
"1681","jg11826"
"1682","jg11838"
"1683","jg11839"
"1684","jg25303"
"1685","jg11852"
"1686","jg11881"
"1687","jg25309"
"1688","jg11904"
"1689","jg25310"
"1690","jg11926"
"1691","jg11936"
"1692","jg11948"
"1693","jg11967"
"1694","jg11991"
"1695","jg12013"
"1696","jg12029"
"1697","jg12061"
"1698","jg12078"
"1699","jg15761"
"1700","jg12175"
"1701","jg12204"
"1702","jg12222"
"1703","jg12242"
"1704","jg12255"
"1705","jg12300"
"1706","jg12307"
"1707","jg12314"
"1708","jg12334"
"1709","jg12337"
"1710","jg12338"
"1711","jg12369"
"1712","jg12374"
"1713","jg12377"
"1714","jg25358"
"1715","jg12406"
"1716","jg12443"
"1717","jg12455"
"1718","jg12456"
"1719","jg25367"
"1720","jg15763"
"1721","jg12515"
"1722","jg12523"
"1723","jg25376"
"1724","jg12576"
"1725","jg12579"
"1726","jg12586"
"1727","jg12591.1"
"1728","jg25380"
"1729","jg15768"
"1730","jg25422"
"1731","jg25429"
"1732","jg25464"
"1733","jg25477"
"1734","jg25530"
"1735","jg25563"
"1736","jg25564"
"1737","jg25599"
"1738","jg25612"
"1739","jg25619"
"1740","jg25641"
"1741","jg25646"
"1742","jg25656"
"1743","jg25674"
"1744","jg25689"
"1745","jg25729"
"1746","jg25741"
"1747","jg25742"
"1748","jg25768"
"1749","jg25835"
"1750","jg25843"
"1751","jg25850"
"1752","jg25849"
"1753","jg25862"
"1754","jg25868"
"1755","jg25877"
"1756","jg25903"
"1757","jg25908"
"1758","jg25909"
"1759","jg25935"
"1760","jg25938"
"1761","jg25970"
"1762","jg25997"
"1763","jg26038"
"1764","jg26043"
"1765","jg26044"
"1766","jg26048"
"1767","jg15831.1"
"1768","jg26058"
"1769","jg26071"
"1770","jg26077"
"1771","jg26106"
"1772","jg15836"
"1773","jg26122"
"1774","jg26125"
"1775","jg26130"
"1776","jg26137"
"1777","jg26135"
"1778","jg26136"
"1779","jg26138"
"1780","jg26149"
"1781","jg26165"
"1782","jg26166.2"
"1783","jg26221"
"1784","jg26235"
"1785","jg26242"
"1786","jg26257"
"1787","jg26279.1"
"1788","jg26292"
"1789","jg15860"
"1790","jg26349"
"1791","jg26373"
"1792","jg26380"
"1793","jg26406.2"
"1794","jg26409.1"
"1795","jg26429"
"1796","jg26430.2"
"1797","jg26431"
"1798","jg26436"
"1799","jg26440"
"1800","jg15878"
"1801","jg13955"
"1802","jg13994"
"1803","jg14007"
"1804","jg14015"
"1805","jg14028"
"1806","jg14038"
"1807","jg14057"
"1808","jg14062"
"1809","jg14068"
"1810","jg14093"
"1811","jg14121"
"1812","jg14150"
"1813","jg14205"
"1814","jg14224"
"1815","jg15909"
"1816","jg14284"
"1817","jg14301"
"1818","jg14304"
"1819","jg14306"
"1820","jg15913"
"1821","jg15917"
"1822","jg14348"
"1823","jg14412"
"1824","jg14422"
"1825","jg15927"
"1826","jg14432"
"1827","jg14475"
"1828","jg14479"
"1829","jg15931"
"1830","jg14505"
"1831","jg14516"
"1832","jg14535"
"1833","jg14540"
"1834","jg14553"
"1835","jg14556"
"1836","jg14557"
"1837","jg14562"
"1838","jg14589"
"1839","jg14602"
"1840","jg14603"
"1841","jg14608"
"1842","jg15948"
"1843","jg14711"
"1844","jg14742"
"1845","jg14756"
"1846","jg14767"
"1847","jg14781"
"1848","jg14782"
"1849","jg14790"
"1850","jg14805"
"1851","jg14808"
"1852","jg15966"
"1853","jg14846"
"1854","jg14857"
"1855","jg14858"
"1856","jg14896"
"1857","jg14900"
"1858","jg15972"
"1859","jg14899"
"1860","jg14917"
"1861","jg14918"
"1862","jg14920"
"1863","jg14941"
"1864","jg14948"
"1865","jg14975"
"1866","jg14987"
"1867","jg14999"
"1868","jg15024"
"1869","jg15028"
"1870","jg15034"
"1871","jg15038"
"1872","jg15089"
"1873","jg15110"
"1874","jg15116"
"1875","jg15131"
"1876","jg15201"
"1877","jg16007"
"1878","jg15236"
"1879","jg15237"
"1880","jg15245"
"1881","jg15294"
"1882","jg15306"
"1883","jg15307"
"1884","jg15309"
"1885","jg15327"
"1886","jg15355"
"1887","jg16021"
"1888","jg4975"
"1889","jg5003"
"1890","jg5047"
"1891","jg5055"
"1892","jg5095"
"1893","jg5100"
"1894","jg5106"
"1895","jg5118"
"1896","jg5128"
"1897","jg5129"
"1898","jg5146"
"1899","jg5157"
"1900","jg5169"
"1901","jg5201"
"1902","jg5234"
"1903","jg5241"
"1904","jg5246"
"1905","jg5294"
"1906","jg5296.1"
"1907","jg5297"
"1908","jg5324"
"1909","jg5351"
"1910","jg5353"
"1911","jg5383"
"1912","jg5454"
"1913","jg5456"
"1914","jg5486"
"1915","jg5487"
"1916","jg5515"
"1917","jg5516"
"1918","jg16076"
"1919","jg5544"
"1920","jg5546"
"1921","jg5555"
"1922","jg5560"
"1923","jg5571"
"1924","jg5603"
"1925","jg5611"
"1926","jg5636"
"1927","jg5640"
"1928","jg5651"
"1929","jg5653"
"1930","jg5654"
"1931","jg5655"
"1932","jg16088"
"1933","jg5660"
"1934","jg5679"
"1935","jg5699"
"1936","jg5715"
"1937","jg5726"
"1938","jg5748.1"
"1939","jg5762"
"1940","jg16099"
"1941","jg5791"
"1942","jg5879"
"1943","jg5893"
"1944","jg5899"
"1945","jg5919"
"1946","jg5973"
"1947","jg6024"
"1948","jg6025"
"1949","jg6043"
"1950","jg6051"
"1951","jg6079"
"1952","jg6085"
"1953","jg6089"
"1954","jg6099"
"1955","jg6100"
"1956","jg6121"
"1957","jg6149"
"1958","jg6156"
"1959","jg6157"
"1960","jg6160"
"1961","jg6161"
"1962","jg6194"
"1963","jg6202"
"1964","jg6219.1"
"1965","jg6226"
"1966","jg6245"
"1967","jg6254"
"1968","jg16154"
"1969","jg16155"
"1970","jg6299"
"1971","jg16156"
"1972","jg6337"
"1973","jg6361"
"1974","jg16163"
"1975","jg6422"
"1976","jg6424"
"1977","jg6443"
"1978","jg6476"
"1979","jg6478"
"1980","jg6484"
"1981","jg6505"
"1982","jg6508"
"1983","jg6515"
"1984","jg6536"
"1985","jg6542.1"
"1986","jg6545"
"1987","jg6546"
"1988","jg6552"
"1989","jg6557"
"1990","jg6603"
"1991","jg6617"
"1992","jg6631"
"1993","jg6646"
"1994","jg6695"
"1995","jg6702"
"1996","jg6701"
"1997","jg6717"
"1998","jg6759"
"1999","jg16204"
"2000","jg6794"
"2001","jg6798.1"
"2002","jg6804"
"2003","jg6814"
"2004","jg6815"
"2005","jg6896"
"2006","jg6897"
"2007","jg6899"
"2008","jg6905"
"2009","jg15485"
"2010","jg6926"
"2011","jg6946"
"2012","jg16230"
"2013","jg16235"
"2014","jg7079"
"2015","jg16237.2"
"2016","jg7101"
"2017","jg7115"
"2018","jg7128"
"2019","jg16246"
"2020","jg7228.1"
"2021","jg7238"
"2022","jg7244"
"2023","jg7247"
"2024","jg7251"
"2025","jg7255"
"2026","jg7256"
"2027","jg7270"
"2028","jg7273"
"2029","jg7274"
"2030","jg7285"
"2031","jg7320"
"2032","jg16267"
"2033","jg23863"
"2034","jg23864"
"2035","jg23866"
"2036","jg23935"
"2037","jg23969"
"2038","jg24000"
"2039","jg24011"
"2040","jg24018"
"2041","jg24021"
"2042","jg24025"
"2043","jg24051"
"2044","jg24064"
"2045","jg24092"
"2046","jg24095"
"2047","jg24101"
"2048","jg24136"
"2049","jg16298"
"2050","jg24146"
"2051","jg24159"
"2052","jg24182"
"2053","jg24193"
"2054","jg24200"
"2055","jg16304"
"2056","jg24251"
"2057","jg24274"
"2058","jg24329"
"2059","jg24395"
"2060","jg24402"
"2061","jg16325"
"2062","jg24417"
"2063","jg24428"
"2064","jg24433"
"2065","jg16327"
"2066","jg24461"
"2067","jg16337"
"2068","jg24490"
"2069","jg24493"
"2070","jg24500"
"2071","jg16338"
"2072","jg24511"
"2073","jg24516"
"2074","jg16340"
"2075","jg24538"
"2076","jg24544"
"2077","jg24564"
"2078","jg24568"
"2079","jg16344"
"2080","jg24570"
"2081","jg24574"
