#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PP1S143_52V6.1	3218.PP1S143_52V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=475:BBOX(24|71)+Pfam_CCT(428|471)+	Predicted protein	5935128,A9SZT1,A9SZT1_PHYPA,EDQ63325.1,PHYPADRAFT_167322,PP1S143_52V6,PP1S143_52V6.1,PP1S143_52V6.2,PUT-163a-Physcomitrella_patens-13207,PUT-163a-Physcomitrella_patens-23435,PUT-163a-Physcomitrella_patens-48907,Ppa.1323,Predicted protein,UPI0001623B83,UPI00024AED1E,XM_001771844,XM_001771844.1,XP_001771896,XP_001771896.1,ppp:PHYPADRAFT_167322
PP1S144_29V6.1	3218.PP1S144_29V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=139:Pfam_SelR(17|135)+	Predicted protein	1.8.4.12,5935131,A9SZZ7,A9SZZ7_PHYPA,EC 1.8.4.12,EDQ63187.1,PHYPADRAFT_217573,PP1S144_29V6,PP1S144_29V6.1,PUT-163a-Physcomitrella_patens-25152,Ppa.8020,Predicted protein,UPI00016240A4,XM_001771874,XM_001771874.1,XP_001771926,XP_001771926.1,ppp:PHYPADRAFT_217573
PP1S145_102V6.1	3218.PP1S145_102V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=320:Pfam_Mito_carr(5|102)+Pfam_Mito_carr(112|207)+Pfam_Mito_carr(212|309)+	Predicted protein; Belongs to the mitochondrial carrier (TC 2.A.29) family	5935278,A9T0C1,A9T0C1_PHYPA,EDQ63110.1,PHYPADRAFT_110150,PP1S145_102V6,PP1S145_102V6.1,PP1S145_102V6.2,PP1S145_102V6.3,PP1S145_102V6.4,PUT-163a-Physcomitrella_patens-51966,Ppa.8232,Predicted protein,UPI0001623881,XM_001771977,XM_001771977.1,XP_001772029,XP_001772029.1,ppp:PHYPADRAFT_110150
PP1S145_135V6.1	3218.PP1S145_135V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=221:Pfam_TENA_THI-4(11|217)+	Predicted protein	3.5.1.-,3.5.99.-,5935247,A9T0E2,A9T0E2_PHYPA,EC 3.5.1.-,EC 3.5.99.-,EDQ63121.1,PHYPADRAFT_107287,PP1S145_135V6,PP1S145_135V6.1,PUT-163a-Physcomitrella_patens-32230,Ppa.7834,Predicted protein,UPI0001623A7E,XM_001771988,XM_001771988.1,XP_001772040,XP_001772040.1,ppp:PHYPADRAFT_107287
PP1S145_164V6.1	3218.PP1S145_164V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=559:Pfam_iPGM_N(100|323)+	Predicted protein	5.4.2.12,5935294,A9T0F6,A9T0F6_PHYPA,EC 5.4.2.12,EDQ63132.1,PHYPADRAFT_190421,PP1S145_164V6,PP1S145_164V6.1,PP1S145_164V6.2,PUT-163a-Physcomitrella_patens-19470,PUT-163a-Physcomitrella_patens-25830,PUT-163a-Physcomitrella_patens-25865,Ppa.466,Predicted protein,UPI0001623B85,UPI00024AE20B,XM_001771999,XM_001771999.1,XP_001772051,XP_001772051.1,ppp:PHYPADRAFT_190421
PP1S145_170V6.1	3218.PP1S145_170V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=295:Pfam_TPT(10|294)+	Predicted protein	5935298,A9T0G2,A9T0G2_PHYPA,EDQ63136.1,PHYPADRAFT_190424,PP1S145_170V6,PP1S145_170V6.1,Ppa.16024,Predicted protein,UPI00024AE20F,XM_001772003,XM_001772003.1,XP_001772055,XP_001772055.1,ppp:PHYPADRAFT_190424
PP1S145_172V6.1	3218.PP1S145_172V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=236:EF1_GNE(147|236)+	Predicted protein; Belongs to the EF-1-beta/EF-1-delta family	5935299,A9T0G3,A9T0G3_PHYPA,EDQ63137.1,PHYPADRAFT_217719,PP1S145_172V6,PP1S145_172V6.1,PUT-163a-Physcomitrella_patens-16612,PUT-163a-Physcomitrella_patens-51592,Ppa.6486,Ppa.7449,Predicted protein,REACT_17015,UPI0001623B8C,XM_001772004,XM_001772004.1,XP_001772056,XP_001772056.1,ppp:PHYPADRAFT_217719
PP1S145_173V6.1	3218.PP1S145_173V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=388:Pfam_DJ-1_PfpI(5|188)+Pfam_DJ-1_PfpI(198|381)+	Predicted protein	4.2.1.130,5935300,A9T0G4,A9T0G4_PHYPA,C56.001,EC 4.2.1.130,EDQ63138.1,PHYPADRAFT_217723,PP1S145_173V6,PP1S145_173V6.1,PUT-163a-Physcomitrella_patens-3335,PUT-163a-Physcomitrella_patens-43920,PUT-163a-Physcomitrella_patens-5520,Ppa.6720,Predicted protein,UPI0001623B8D,XM_001772005,XM_001772005.1,XP_001772057,XP_001772057.1,ppp:PHYPADRAFT_217723
PP1S147_115V6.2	3218.PP1S147_115V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=358:LRR(64|88)+LRR(115|137)+LRR(182|203)+LRR(204|224)+LRR(225|246)+LRR(269|291)+	Predicted protein	5935412,A9T0S3,A9T0S3_PHYPA,EDQ62977.1,PHYPADRAFT_86576,PP1S147_115V6,PP1S147_115V6.1,PP1S147_115V6.2,Predicted protein,UPI00016242A4,UPI00024AE704,XM_001772112,XM_001772112.1,XP_001772164,XP_001772164.1,ppp:PHYPADRAFT_86576
PP1S147_62V6.1	3218.PP1S147_62V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=567:Pfam_EF-hand_8(210|237)+Pfam_EF-hand_5(423|447)+	Predicted protein	5935361,A9T0P3,A9T0P3_PHYPA,EDQ63012.1,PHYPADRAFT_235218,PP1S147_62V6,PP1S147_62V6.1,PP1S147_62V6.2,PUT-163a-Physcomitrella_patens-31853,PUT-163a-Physcomitrella_patens-48616,PUT-163a-Physcomitrella_patens-48617,Ppa.2826,Predicted protein,UPI00016241A0,UPI00024AE57B,XM_001772147,XM_001772147.1,XP_001772199,XP_001772199.1,ppp:PHYPADRAFT_235218
PP1S148_71V6.1	3218.PP1S148_71V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=402:MATH(32|144)+BTB(197|304)+	Predicted protein	5935462,A9T0Y5,A9T0Y5_PHYPA,EDQ62901.1,PHYPADRAFT_217835,PP1S148_71V6,PP1S148_71V6.1,PUT-163a-Physcomitrella_patens-23292,PUT-163a-Physcomitrella_patens-25254639,Ppa.666,Predicted protein,UPI0001623771,XM_001772196,XM_001772196.1,XP_001772248,XP_001772248.1,ppp:PHYPADRAFT_217835
PP1S148_79V6.1	3218.PP1S148_79V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=168:Pfam_SNAP(7|168)+	annotation not available	5935506,A9T0Y9,A9T0Y9_PHYPA,PHYPADRAFT_138553,PP1S148_79V6,PP1S148_79V6.1,PP1S148_79V6.2,Predicted protein,UPI00024AEA19,UPI00024AEA1A,XM_001772198,XM_001772198.1,XP_001772250,XP_001772250.1,ppp:PHYPADRAFT_138553
PP1S148_87V6.1	3218.PP1S148_87V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=460:Pfam_Oxysterol_BP(66|410)+	Predicted protein; Belongs to the OSBP family	5935480,A9T0Z3,A9T0Z3_PHYPA,EDQ62907.1,PHYPADRAFT_233062,PP1S148_87V6,PP1S148_87V6.1,Predicted protein,UPI00024AEA1F,XP_001772254,XP_001772254.1,ppp:PHYPADRAFT_233062
PP1S149_289V6.1	3218.PP1S149_289V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=580:Pfam_Cpn60_TCP1(53|556)+	Predicted protein; Belongs to the chaperonin (HSP60) family	5935548,A9T1C2,A9T1C2_PHYPA,EDQ62881.1,PHYPADRAFT_233067,PP1S149_289V6,PP1S149_289V6.1,PUT-163a-Physcomitrella_patens-1352,PUT-163a-Physcomitrella_patens-1397,PUT-163a-Physcomitrella_patens-49533,Ppa.4422,Ppa.749,Predicted protein,UPI0001623FBF,XM_001772358,XM_001772358.1,XP_001772410,XP_001772410.1,ppp:PHYPADRAFT_233067
PP1S14_181V6.1	3218.PP1S14_181V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=290:Pfam_Aldo_ket_red(24|278)+	Predicted protein	5917756,A9RKD3,A9RKD3_PHYPA,EDQ80514.1,PHYPADRAFT_104764,PP1S14_181V6,PP1S14_181V6.1,PUT-163a-Physcomitrella_patens-48919,Ppa.6797,Predicted protein,UPI000161FB4C,XM_001754492,XM_001754492.1,XP_001754544,XP_001754544.1,ppp:PHYPADRAFT_104764
PP1S14_202V6.1	3218.PP1S14_202V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=436:Pfam_MFAP1(172|393)+	Predicted protein	5917858,A9RKE2,A9RKE2_PHYPA,EDQ80631.1,PHYPADRAFT_159630,PP1S14_202V6,PP1S14_202V6.1,PUT-163a-Physcomitrella_patens-20146,PUT-163a-Physcomitrella_patens-34020,Ppa.15197,Predicted protein,UPI000161F72E,XM_001754609,XM_001754609.1,XP_001754661,XP_001754661.1,ppp:PHYPADRAFT_159630
PP1S14_256V6.1	3218.PP1S14_256V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=893:SIGNAL(1|29)+TNFR(348|381)+TRANS(414|436)+Pfam_Pkinase(502|773)+	Predicted protein	5917714,A9RKG8,A9RKG8_PHYPA,EDQ80530.1,PHYPADRAFT_159650,PP1S14_256V6,PP1S14_256V6.1,PUT-163a-Physcomitrella_patens-16457,PUT-163a-Physcomitrella_patens-40074,Ppa.10867,Predicted protein,UPI000161F7B4,XM_001754508,XM_001754508.1,XP_001754560,XP_001754560.1,ppp:PHYPADRAFT_159650
PP1S14_31V6.1	3218.PP1S14_31V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=198:Ribosomal_S4(8|108)+S4(109|167)+	Predicted protein; Belongs to the universal ribosomal protein uS4 family	5917828,A9RKT7,A9RKT7_PHYPA,EDQ80466.1,PHYPADRAFT_203236,PP1S14_31V6,PP1S14_31V6.1,PP1S14_31V6.2,PUT-163a-Physcomitrella_patens-22654633,PUT-163a-Physcomitrella_patens-48254640,Ppa.201,Predicted protein,UPI000161F9F3,UPI00024AB479,XM_001754444,XM_001754444.1,XP_001754496,XP_001754496.1,ppp:PHYPADRAFT_203236
PP1S14_33V6.1	3218.PP1S14_33V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=296:TRANS(13|35)+PHB(37|198)+	Predicted protein	5917768,A9RKT8,A9RKT8_PHYPA,EDQ80467.1,PHYPADRAFT_175740,PP1S14_33V6,PP1S14_33V6.1,PUT-163a-Physcomitrella_patens-19274,Ppa.3951,Predicted protein,UPI000161F9F4,XM_001754445,XM_001754445.1,XP_001754497,XP_001754497.1,ppp:PHYPADRAFT_175740
PP1S14_349V6.1	3218.PP1S14_349V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=434:Pfam_M20_dimer(200|316)+	Predicted protein	3.5.1.16,5917937,A9RKM4,A9RKM4_PHYPA,EC 3.5.1.16,EDQ80673.1,PHYPADRAFT_175929,PP1S14_349V6,PP1S14_349V6.1,PUT-163a-Physcomitrella_patens-36596,PUT-163a-Physcomitrella_patens-76154635,Ppa.6241,Predicted protein,UPI000161F87D,XM_001754651,XM_001754651.1,XP_001754703,XP_001754703.1,ppp:PHYPADRAFT_175929
PP1S14_350V6.1	3218.PP1S14_350V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=302:RHOD(102|232)+	Predicted protein	5917886,A9RKM5,A9RKM5_PHYPA,EDQ80674.1,PHYPADRAFT_175931,PP1S14_350V6,PP1S14_350V6.1,PP1S14_350V6.2,PUT-163a-Physcomitrella_patens-1665,PUT-163a-Physcomitrella_patens-21837,PUT-163a-Physcomitrella_patens-57354637,PUT-163a-Physcomitrella_patens-57354638,PUT-163a-Physcomitrella_patens-57454634,Ppa.3715,Predicted protein,UPI000161F87E,XM_001754652,XM_001754652.1,XP_001754704,XP_001754704.1,ppp:PHYPADRAFT_175931
PP1S14_418V6.1	3218.PP1S14_418V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=682:Pfam_Acyl-CoA_dh_M(172|288)+Pfam_Acyl-CoA_dh_1(317|480)+Pfam_ACOX(524|679)+	Acyl-coenzyme A oxidase ; Belongs to the acyl-CoA oxidase family	1.3.3.6,5917807,A9RKQ1,A9RKQ1_PHYPA,Acyl-coenzyme A oxidase,EC 1.3.3.6,EDQ80566.1,PHYPADRAFT_159691,PP1S14_418V6,PP1S14_418V6.1,PUT-163a-Physcomitrella_patens-47753,Ppa.17794,UPI000161F8FF,XM_001754544,XM_001754544.1,XP_001754596,XP_001754596.1,ppp:PHYPADRAFT_159691
PP1S14_49V6.1	3218.PP1S14_49V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=267:Pfam_Hep_59(80|173)+	Predicted protein	5917773,A9RK59,A9RK59_PHYPA,EDQ80472.1,PHYPADRAFT_203252,PP1S14_49V6,PP1S14_49V6.1,PUT-163a-Physcomitrella_patens-18827,PUT-163a-Physcomitrella_patens-50085,Ppa.1006,Predicted protein,UPI000161FA2B,XM_001754450,XM_001754450.1,XP_001754502,XP_001754502.1,ppp:PHYPADRAFT_203252
PP1S14_64V6.1	3218.PP1S14_64V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=124:Pfam_UCR_14kD(5|111)+	Predicted protein; Cytochrome b-c1 complex subunit 7 	5917795,A9RK67,A9RK67_PHYPA,Cytochrome b-c1 complex subunit 7,EDQ80597.1,PHYPADRAFT_175766,PP1S14_64V6,PP1S14_64V6.1,PUT-163a-Physcomitrella_patens-45208,Ppa.9584,Predicted protein,UPI000161FA33,XM_001754575,XM_001754575.1,XP_001754627,XP_001754627.1,ppp:PHYPADRAFT_175766
PP1S150_127V6.1	3218.PP1S150_127V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=135:Pfam_Sedlin_N(9|133)+	Predicted protein	5935691,A9T1J6,A9T1J6_PHYPA,EDQ62727.1,PHYPADRAFT_167564,PP1S150_127V6,PP1S150_127V6.1,PUT-163a-Physcomitrella_patens-31229,Ppa.7660,Predicted protein,UPI00016243C7,XM_001772393,XM_001772393.1,XP_001772445,XP_001772445.1,ppp:PHYPADRAFT_167564
PP1S150_86V6.1	3218.PP1S150_86V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=426:Pfam_Hydrolase_3(82|238)+Pfam_S6PP_C(260|398)+	Predicted protein	3.1.3.24,5935643,A9T1H8,A9T1H8_PHYPA,EC 3.1.3.24,EDQ62758.1,PHYPADRAFT_190690,PP1S150_86V6,PP1S150_86V6.1,PUT-163a-Physcomitrella_patens-12940,Ppa.14804,Predicted protein,UPA00371,UPI00016242B2,XM_001772424,XM_001772424.1,XP_001772476,XP_001772476.1,ppp:PHYPADRAFT_190690
PP1S150_91V6.1	3218.PP1S150_91V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=149:COIL(98|129)+	Predicted protein	5935645,A9T1I3,A9T1I3_PHYPA,EDQ62761.1,PHYPADRAFT_167554,PP1S150_91V6,PP1S150_91V6.1,Ppa.17411,Predicted protein,UPI00016242B7,XM_001772427,XM_001772427.1,XP_001772479,XP_001772479.1,ppp:PHYPADRAFT_167554
PP1S152_175V6.1	3218.PP1S152_175V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=352:Pfam_Abhydrolase_1(58|288)+	Predicted protein	5935749,A9T1Y4,A9T1Y4_PHYPA,EDQ62665.1,PHYPADRAFT_190838,PP1S152_175V6,PP1S152_175V6.1,PUT-163a-Physcomitrella_patens-27054632,Ppa.17220,Predicted protein,UPI0001623AAC,XP_001772623,XP_001772623.1,ppp:PHYPADRAFT_190838
PP1S158_112V6.2	3218.PP1S158_112V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=347:Pfam_Aldo_ket_red(21|317)+	Predicted protein	5936305,A9T3A1,A9T3A1_PHYPA,EDQ62084.1,PHYPADRAFT_191216,PP1S158_112V6,PP1S158_112V6.1,PP1S158_112V6.2,PUT-163a-Physcomitrella_patens-16354639,PUT-163a-Physcomitrella_patens-16454636,PUT-163a-Physcomitrella_patens-37622,Ppa.2713,Predicted protein,UPI00016235A6,XM_001772992,XM_001772992.1,XP_001773044,XP_001773044.1,ppp:PHYPADRAFT_191216
PP1S15_198V6.1	3218.PP1S15_198V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=241:TRANS(33|55)+acidPPc(61|176)+	Predicted protein	3.6.1.43,5918078,A9RL46,A9RL46_PHYPA,EC 3.6.1.43,EDQ80371.1,PHYPADRAFT_104795,PP1S15_198V6,PP1S15_198V6.1,PUT-163a-Physcomitrella_patens-10326,PUT-163a-Physcomitrella_patens-10365,PUT-163a-Physcomitrella_patens-44182,Ppa.8516,Predicted protein,UPI000161FB05,XM_001754865,XM_001754865.1,XP_001754917,XP_001754917.1,ppp:PHYPADRAFT_104795
PP1S161_16V6.1	3218.PP1S161_16V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=179:Pfam_RuBisCO_small(68|178)+	Ribulose bisphosphate carboxylase small chain; RuBisCO catalyzes two reactions: the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same active site; Belongs to the RuBisCO small chain family	4.1.1.39,5936545,A9T3W5,A9T3W5_PHYPA,EC 4.1.1.39,EDQ61870.1,PHYPADRAFT_87740,PP1S161_16V6,PP1S161_16V6.1,Ribulose bisphosphate carboxylase small chain,UPI00016241F2,XM_001773280,XM_001773280.1,XP_001773332,XP_001773332.1,ppp:PHYPADRAFT_87740
PP1S162_117V6.2	3218.PP1S162_117V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=1289:FN3(249|344)+FN3(365|457)+FN3(472|552)+FN3(567|649)+FN3(664|757)+FN3(772|971)+FN3(983|1103)+FN3(1118|1199)+	Predicted protein	5936616,A9T487,A9T487_PHYPA,EDQ61765.1,PHYPADRAFT_167969,PP1S162_117V6,PP1S162_117V6.1,PP1S162_117V6.2,PUT-163a-Physcomitrella_patens-44854636,PUT-163a-Physcomitrella_patens-7107,Ppa.13585,Predicted protein,UPI00016238D4,UPI00024ADADA,XM_001773340,XM_001773340.1,XP_001773392,XP_001773392.1,ppp:PHYPADRAFT_167969
PP1S162_75V6.1	3218.PP1S162_75V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=193:Pfam_COMM_domain(140|193)+	Predicted protein	5936607,A9T464,A9T464_PHYPA,EDQ61796.1,PHYPADRAFT_167956,PP1S162_75V6,PP1S162_75V6.1,PUT-163a-Physcomitrella_patens-23477,PUT-163a-Physcomitrella_patens-2523,Ppa.11788,Predicted protein,UPI00016237C1,XM_001773371,XM_001773371.1,XP_001773423,XP_001773423.1,ppp:PHYPADRAFT_167956
PP1S163_27V6.1	3218.PP1S163_27V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=293:S_TKc(28|279)+	Predicted protein; Belongs to the protein kinase superfamily	2.7.11.1,5936730,A9T4D6,A9T4D6_PHYPA,EC 2.7.11.1,EDQ61663.1,PHYPADRAFT_191512,PP1S163_27V6,PP1S163_27V6.1,PUT-163a-Physcomitrella_patens-48592,Ppa.6814,Predicted protein,UPI00024ADDF4,XM_001773411,XM_001773411.1,XP_001773463,XP_001773463.1,ppp:PHYPADRAFT_191512
PP1S164_82V6.1	3218.PP1S164_82V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=538:HLH(454|503)+	Predicted protein	5936793,A9T4P5,A9T4P5_PHYPA,EDQ61636.1,PHYPADRAFT_88041,PP1S164_82V6,PP1S164_82V6.1,PUT-163a-Physcomitrella_patens-34214,Ppa.16469,Predicted protein,UPI00016242E6,XM_001773546,XM_001773546.1,XP_001773598,XP_001773598.1,ppp:PHYPADRAFT_88041
PP1S166_107V6.1	3218.PP1S166_107V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=547:Pfam_Myb_DNA-binding(329|380)+	Predicted protein	5936948,A9T548,A9T548_PHYPA,EDQ61472.1,PHYPADRAFT_88203,PP1S166_107V6,PP1S166_107V6.1,Predicted protein,UPI00024AEA5C,XM_001773663,XM_001773663.1,XP_001773715,XP_001773715.1,ppp:PHYPADRAFT_88203
PP1S169_104V6.1	3218.PP1S169_104V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=360:RPOLD(72|358)+	Predicted protein	5937104,A9T5P0,A9T5P0_PHYPA,EDQ61248.1,PHYPADRAFT_107528,PP1S169_104V6,PP1S169_104V6.1,PUT-163a-Physcomitrella_patens-42430,PUT-163a-Physcomitrella_patens-53439,Ppa.2168,Predicted protein,UPI00016237E0,XM_001773848,XM_001773848.1,XP_001773900,XP_001773900.1,ppp:PHYPADRAFT_107528
PP1S169_109V6.1	3218.PP1S169_109V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=423:Pfam_GHMP_kinases_N(115|174)+	Diphosphomevalonate decarboxylase; Performs the first committed step in the biosynthesis of isoprene-containing compounds such as sterols and terpenoids	4.1.1.33,5937123,A9T5P4,A9T5P4_PHYPA,Diphosphomevalonate decarboxylase,EC 4.1.1.33,EDQ61250.1,Mevalonate pyrophosphate decarboxylase,PHYPADRAFT_107531,PP1S169_109V6,PP1S169_109V6.1,PUT-163a-Physcomitrella_patens-13718,Ppa.13191,Predicted protein,UPI00016237E4,XM_001773850,XM_001773850.1,XP_001773902,XP_001773902.1,ppp:PHYPADRAFT_107531
PP1S169_18V6.1	3218.PP1S169_18V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=107:Pfam_MMgT(9|96)+	Predicted protein	5937145,A9T5J4,A9T5J4_PHYPA,EDQ61223.1,PHYPADRAFT_168182,PP1S169_18V6,PP1S169_18V6.1,PUT-163a-Physcomitrella_patens-19041,Predicted protein,UPI0001624415,XM_001773823,XM_001773823.1,XP_001773875,XP_001773875.1,ppp:PHYPADRAFT_168182
PP1S169_48V6.2	3218.PP1S169_48V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=561:Pfam_Na_H_Exchanger(28|448)+	Predicted protein; Sodium/hydrogen exchanger 	5937147,A9T5K8,A9T5K8_PHYPA,EDQ61280.1,PHYPADRAFT_191844,PP1S169_48V6,PP1S169_48V6.1,PP1S169_48V6.2,PUT-163a-Physcomitrella_patens-6246,Ppa.13100,Predicted protein,Sodium/hydrogen exchanger,UPI00016234D2,XM_001773880,XM_001773880.1,XP_001773932,XP_001773932.1,ppp:PHYPADRAFT_191844
PP1S169_58V6.1	3218.PP1S169_58V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=729:Pfam_AMP-binding(182|618)+	Predicted protein	5937150,A9T5L2,A9T5L2_PHYPA,EDQ61283.1,PHYPADRAFT_219129,PP1S169_58V6,PP1S169_58V6.1,PP1S169_58V6.2,PUT-163a-Physcomitrella_patens-34399,PUT-163a-Physcomitrella_patens-9443,Ppa.5559,Predicted protein,UPI00016234D6,UPI00024ADAE2,XM_001773883,XM_001773883.1,XP_001773935,XP_001773935.1,ppp:PHYPADRAFT_219129
PP1S172_68V6.1	3218.PP1S172_68V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=665:E2F_TDP(114|179)+E2F_TDP(257|337)+	Predicted protein	5937338,A9T6B5,A9T6B5_PHYPA,EDQ61044.1,PHYPADRAFT_88654,PP1S172_68V6,PP1S172_68V6.1,Predicted protein,UPI00016245E4,XM_001774078,XM_001774078.1,XP_001774130,XP_001774130.1,ppp:PHYPADRAFT_88654
PP1S175_101V6.1	3218.PP1S175_101V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=252:TRANS(46|68)+Pfam_FA_hydroxylase(84|230)+	Predicted protein; Belongs to the sterol desaturase family	5937564,A9T6W9,A9T6W9_PHYPA,DS545064,EDQ60835.1,PHYPADRAFT_88882,PP1S175_101V6,PP1S175_101V6.1,PUT-163a-Physcomitrella_patens-27305,Predicted protein,UPI00024ADB04,XM_001774281,XM_001774281.1,XP_001774333,XP_001774333.1,ppp:PHYPADRAFT_88882
PP1S175_51V6.3	3218.PP1S175_51V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=309:SIGNAL(1|29)+Pfam_LRRNT_2(32|72)+	Predicted protein	5937549,A9T6U7,A9T6U7_PHYPA,EDQ60851.1,PHYPADRAFT_168413,PP1S175_51V6,PP1S175_51V6.1,PP1S175_51V6.2,PP1S175_51V6.3,PUT-163a-Physcomitrella_patens-21293,Ppa.241,Predicted protein,UPI0001625158,XM_001774297,XM_001774297.1,XP_001774349,XP_001774349.1,ppp:PHYPADRAFT_168413
PP1S175_59V6.1	3218.PP1S175_59V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=430:TIFY(327|362)+	Predicted protein	5937555,A9T6V3,A9T6V3_PHYPA,EDQ60857.1,PHYPADRAFT_168416,PP1S175_59V6,PP1S175_59V6.1,PP1S175_59V6.2,PUT-163a-Physcomitrella_patens-26029,Ppa.11839,Predicted protein,UPI0001625250,UPI00024AD973,XM_001774303,XM_001774303.1,XP_001774355,XP_001774355.1,ppp:PHYPADRAFT_168416
PP1S175_94V6.1	3218.PP1S175_94V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=416:SIGNAL(1|23)+	Predicted protein	5937531,A9T6W5,A9T6W5_PHYPA,EDQ60832.1,PHYPADRAFT_192222,PP1S175_94V6,PP1S175_94V6.1,PUT-163a-Physcomitrella_patens-15055,PUT-163a-Physcomitrella_patens-18523,PUT-163a-Physcomitrella_patens-20205,PUT-163a-Physcomitrella_patens-20527,PUT-163a-Physcomitrella_patens-20528,PUT-163a-Physcomitrella_patens-20530,PUT-163a-Physcomitrella_patens-20531,PUT-163a-Physcomitrella_patens-20532,PUT-163a-Physcomitrella_patens-22375,PUT-163a-Physcomitrella_patens-36795,PUT-163a-Physcomitrella_patens-66554633,Ppa.14858,Ppa.8175,Predicted protein,UPI000162525C,XM_001774278,XM_001774278.1,XP_001774330,XP_001774330.1,ppp:PHYPADRAFT_192222
PP1S176_116V6.1	3218.PP1S176_116V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=303:Pfam_HVSL(48|287)+	U6 snRNA phosphodiesterase; Phosphodiesterase responsible for the U6 snRNA 3' end processing. Acts as an exoribonuclease (RNase) responsible for trimming the poly(U) tract of the last nucleotides in the pre-U6 snRNA molecule, leading to the formation of mature U6 snRNA	5937650,A9T750,A9T750_PHYPA,EDQ60803.1,PHYPADRAFT_141298,PP1S176_116V6,PP1S176_116V6.1,PUT-163a-Physcomitrella_patens-12128,Ppa.15762,Predicted protein,U6 snRNA phosphodiesterase,UPI0001624719,XM_001774388,XM_001774388.1,XP_001774440,XP_001774440.1,ppp:PHYPADRAFT_141298
PP1S176_120V6.1	3218.PP1S176_120V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=779:Pfam_zf-Sec23_Sec24(62|100)+Pfam_Sec23_trunk(128|404)+Pfam_Sec23_BS(414|519)+Pfam_Sec23_helical(535|634)+Pfam_Gelsolin(645|735)+	Predicted protein	5937631,A9T752,A9T752_PHYPA,EDQ60805.1,PHYPADRAFT_107601,PP1S176_120V6,PP1S176_120V6.1,PUT-163a-Physcomitrella_patens-41007,Predicted protein,UPI000162471B,XM_001774390,XM_001774390.1,XP_001774442,XP_001774442.1,ppp:PHYPADRAFT_107601
PP1S176_132V6.1	3218.PP1S176_132V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=372:Pfam_Fer4_14(124|233)+	Predicted protein	5937636,A9T761,A9T761_PHYPA,EDQ60773.1,PHYPADRAFT_219538,PP1S176_132V6,PP1S176_132V6.1,PUT-163a-Physcomitrella_patens-1069,PUT-163a-Physcomitrella_patens-53400,PUT-163a-Physcomitrella_patens-53401,Ppa.15870,Predicted protein,UPI0001624810,XM_001774358,XM_001774358.1,XP_001774410,XP_001774410.1,ppp:PHYPADRAFT_219538
